,J1,J1,J1,J1,J1,J2,J2,J2,J2,J2,J3,J3,J3,J3,J3,J4,J4,J4,J4,J4,robot,robot,robot,robot,robot,robot,robot
,u,u_dir,A,B,C,u,u_dir,A,B,C,u,u_dir,A,B,C,u,u_dir,A,B,C,u1,u1_dir,u2,u2_dir,x,y,z
19,0.034651982276112124,True,"Coordinate({'z': 0, 'y': 0.09987830874522718, 'x': -0.05003083697466404})","Coordinate({'z': 0, 'y': 0.037543005992712306, 'x': -0.02232213947577827})","Coordinate({'z': 0.04804224204519197, 'y': 0.06871065736896975, 'x': -0.036176488225221154})",-0.034651982276112124,False,"Coordinate({'z': 0, 'y': 0.09989762434531715, 'x': -0.029969163025335963})","Coordinate({'z': 0, 'y': 0.037543005992712306, 'x': 0.02232213947577827})","Coordinate({'z': 0.042619302207852275, 'y': 0.06872031516901472, 'x': -0.003823511774778847})",-0.034651982276112124,False,"Coordinate({'z': 0, 'y': 0.09989762434531715, 'x': -0.029969163025335963})","Coordinate({'z': 0, 'y': 0.037543005992712306, 'x': 0.02232213947577827})","Coordinate({'z': 0.042619302207852275, 'y': 0.06872031516901472, 'x': -0.003823511774778847})",0.034651982276112124,True,"Coordinate({'z': 0, 'y': 0.09987830874522718, 'x': -0.05003083697466404})","Coordinate({'z': 0, 'y': 0.037543005992712306, 'x': -0.02232213947577827})","Coordinate({'z': 0.04804224204519197, 'y': 0.06871065736896975, 'x': -0.036176488225221154})",0.034651982276112124,1.0,-0.034651982276112124,0.0,-0.008943008011157197,0.0,0.0
20,0.03647577081696013,True,"Coordinate({'z': 0, 'y': 0.09898197746292196, 'x': -0.048207048433816034})","Coordinate({'z': 0, 'y': 0.037543005992712306, 'x': -0.02232213947577827})","Coordinate({'z': 0.04829588876973406, 'y': 0.06826249172781713, 'x': -0.035264593954797155})",-0.03647577081696013,False,"Coordinate({'z': 0, 'y': 0.0990049086686021, 'x': -0.03179295156618397})","Coordinate({'z': 0, 'y': 0.037543005992712306, 'x': 0.02232213947577827})","Coordinate({'z': 0.042046274869244185, 'y': 0.0682739573306572, 'x': -0.0047354060452028494})",-0.03647577081696013,False,"Coordinate({'z': 0, 'y': 0.0990049086686021, 'x': -0.03179295156618397})","Coordinate({'z': 0, 'y': 0.037543005992712306, 'x': 0.02232213947577827})","Coordinate({'z': 0.042046274869244185, 'y': 0.0682739573306572, 'x': -0.0047354060452028494})",0.03647577081696013,True,"Coordinate({'z': 0, 'y': 0.09898197746292196, 'x': -0.048207048433816034})","Coordinate({'z': 0, 'y': 0.037543005992712306, 'x': -0.02232213947577827})","Coordinate({'z': 0.04829588876973406, 'y': 0.06826249172781713, 'x': -0.035264593954797155})",0.03647577081696013,1.0,-0.03647577081696013,0.0,-0.009854902281581196,0.0,0.0
21,0.03829955935780814,True,"Coordinate({'z': 0, 'y': 0.09792359322386777, 'x': -0.04638325989296802})","Coordinate({'z': 0, 'y': 0.037543005992712306, 'x': -0.02232213947577827})","Coordinate({'z': 0.0485310789192593, 'y': 0.06773329960829004, 'x': -0.03435269968437314})",-0.03829955935780814,False,"Coordinate({'z': 0, 'y': 0.09795056358861955, 'x': -0.03361674010703198})","Coordinate({'z': 0, 'y': 0.037543005992712306, 'x': 0.02232213947577827})","Coordinate({'z': 0.04144527039066055, 'y': 0.06774678479066593, 'x': -0.0056473003156268554})",-0.03829955935780814,False,"Coordinate({'z': 0, 'y': 0.09795056358861955, 'x': -0.03361674010703198})","Coordinate({'z': 0, 'y': 0.037543005992712306, 'x': 0.02232213947577827})","Coordinate({'z': 0.04144527039066055, 'y': 0.06774678479066593, 'x': -0.0056473003156268554})",0.03829955935780814,True,"Coordinate({'z': 0, 'y': 0.09792359322386777, 'x': -0.04638325989296802})","Coordinate({'z': 0, 'y': 0.037543005992712306, 'x': -0.02232213947577827})","Coordinate({'z': 0.0485310789192593, 'y': 0.06773329960829004, 'x': -0.03435269968437314})",0.03829955935780814,1.0,-0.03829955935780814,0.0,-0.01076679655200521,0.0,0.0
22,0.040123347898656146,True,"Coordinate({'z': 0, 'y': 0.096681868423519, 'x': -0.04455947135212002})","Coordinate({'z': 0, 'y': 0.037543005992712306, 'x': -0.02232213947577827})","Coordinate({'z': 0.04874807963146199, 'y': 0.06711243720811566, 'x': -0.03344080541394914})",-0.040123347898656146,False,"Coordinate({'z': 0, 'y': 0.09671346570974093, 'x': -0.035440528647879985})","Coordinate({'z': 0, 'y': 0.037543005992712306, 'x': 0.02232213947577827})","Coordinate({'z': 0.04081505289484542, 'y': 0.06712823585122663, 'x': -0.006559194586050858})",-0.040123347898656146,False,"Coordinate({'z': 0, 'y': 0.09671346570974093, 'x': -0.035440528647879985})","Coordinate({'z': 0, 'y': 0.037543005992712306, 'x': 0.02232213947577827})","Coordinate({'z': 0.04081505289484542, 'y': 0.06712823585122663, 'x': -0.006559194586050858})",0.040123347898656146,True,"Coordinate({'z': 0, 'y': 0.096681868423519, 'x': -0.04455947135212002})","Coordinate({'z': 0, 'y': 0.037543005992712306, 'x': -0.02232213947577827})","Coordinate({'z': 0.04874807963146199, 'y': 0.06711243720811566, 'x': -0.03344080541394914})",0.040123347898656146,1.0,-0.040123347898656146,0.0,-0.011678690822429208,0.0,0.0
23,0.04194713643950415,True,"Coordinate({'z': 0, 'y': 0.09522674287480695, 'x': -0.04273568281127201})","Coordinate({'z': 0, 'y': 0.037543005992712306, 'x': -0.02232213947577827})","Coordinate({'z': 0.048947132828414786, 'y': 0.06638487443375962, 'x': -0.032528911143525144})",-0.04194713643950415,False,"Coordinate({'z': 0, 'y': 0.09526381132165901, 'x': -0.03726431718872799})","Coordinate({'z': 0, 'y': 0.037543005992712306, 'x': 0.02232213947577827})","Coordinate({'z': 0.04015424691788192, 'y': 0.06640340865718566, 'x': -0.0074710888564748605})",-0.04194713643950415,False,"Coordinate({'z': 0, 'y': 0.09526381132165901, 'x': -0.03726431718872799})","Coordinate({'z': 0, 'y': 0.037543005992712306, 'x': 0.02232213947577827})","Coordinate({'z': 0.04015424691788192, 'y': 0.06640340865718566, 'x': -0.0074710888564748605})",0.04194713643950415,True,"Coordinate({'z': 0, 'y': 0.09522674287480695, 'x': -0.04273568281127201})","Coordinate({'z': 0, 'y': 0.037543005992712306, 'x': -0.02232213947577827})","Coordinate({'z': 0.048947132828414786, 'y': 0.06638487443375962, 'x': -0.032528911143525144})",0.04194713643950415,1.0,-0.04194713643950415,0.0,-0.012590585092853207,0.0,0.0
24,0.043770924980352156,True,"Coordinate({'z': 0, 'y': 0.0935138865918053, 'x': -0.04091189427042401})","Coordinate({'z': 0, 'y': 0.037543005992712306, 'x': -0.02232213947577827})","Coordinate({'z': 0.04912845666381895, 'y': 0.0655284462922588, 'x': -0.03161701687310114})",-0.043770924980352156,False,"Coordinate({'z': 0, 'y': 0.09355770290786637, 'x': -0.039088105729575995})","Coordinate({'z': 0, 'y': 0.037543005992712306, 'x': 0.02232213947577827})","Coordinate({'z': 0.03946131581631011, 'y': 0.06555035445028934, 'x': -0.008382983126898863})",-0.043770924980352156,False,"Coordinate({'z': 0, 'y': 0.09355770290786637, 'x': -0.039088105729575995})","Coordinate({'z': 0, 'y': 0.037543005992712306, 'x': 0.02232213947577827})","Coordinate({'z': 0.03946131581631011, 'y': 0.06555035445028934, 'x': -0.008382983126898863})",0.043770924980352156,True,"Coordinate({'z': 0, 'y': 0.0935138865918053, 'x': -0.04091189427042401})","Coordinate({'z': 0, 'y': 0.037543005992712306, 'x': -0.02232213947577827})","Coordinate({'z': 0.04912845666381895, 'y': 0.0655284462922588, 'x': -0.03161701687310114})",0.043770924980352156,1.0,-0.043770924980352156,0.0,-0.013502479363277213,0.0,0.0
25,0.04559471352120016,True,"Coordinate({'z': 0, 'y': 0.09436309420438459, 'x': -0.03813767115993237})","Coordinate({'z': 0, 'y': 0.03938459720074074, 'x': -0.020498350934930264})","Coordinate({'z': 0.049215989226063094, 'y': 0.06687384570256266, 'x': -0.029318011047431317})",-0.04559471352120016,False,"Coordinate({'z': 0, 'y': 0.09440333904413557, 'x': -0.04186232884006763})","Coordinate({'z': 0, 'y': 0.039424842040491716, 'x': 0.020498350934930264})","Coordinate({'z': 0.0390869083517748, 'y': 0.06691409054231365, 'x': -0.010681988952568684})",-0.04559471352120016,False,"Coordinate({'z': 0, 'y': 0.09440333904413557, 'x': -0.04186232884006763})","Coordinate({'z': 0, 'y': 0.039424842040491716, 'x': 0.020498350934930264})","Coordinate({'z': 0.0390869083517748, 'y': 0.06691409054231365, 'x': -0.010681988952568684})",0.04559471352120016,True,"Coordinate({'z': 0, 'y': 0.09436309420438459, 'x': -0.03813767115993237})","Coordinate({'z': 0, 'y': 0.03938459720074074, 'x': -0.020498350934930264})","Coordinate({'z': 0.049215989226063094, 'y': 0.06687384570256266, 'x': -0.029318011047431317})",0.04559471352120016,1.0,-0.04559471352120016,0.0,-0.015801485188947036,0.0,0.0
26,0.04741850206204817,True,"Coordinate({'z': 0, 'y': 0.09515039677667779, 'x': -0.03726431718872799})","Coordinate({'z': 0, 'y': 0.04017189977303394, 'x': -0.019624996963725883})","Coordinate({'z': 0.049215989226063094, 'y': 0.06766114827485586, 'x': -0.028444657076226936})",-0.04741850206204817,False,"Coordinate({'z': 0, 'y': 0.09518759263229667, 'x': -0.04273568281127201})","Coordinate({'z': 0, 'y': 0.04020909562865282, 'x': 0.019624996963725883})","Coordinate({'z': 0.0390869083517748, 'y': 0.06769834413047475, 'x': -0.011555342923773065})",-0.04741850206204817,False,"Coordinate({'z': 0, 'y': 0.09518759263229667, 'x': -0.04273568281127201})","Coordinate({'z': 0, 'y': 0.04020909562865282, 'x': 0.019624996963725883})","Coordinate({'z': 0.0390869083517748, 'y': 0.06769834413047475, 'x': -0.011555342923773065})",0.04741850206204817,True,"Coordinate({'z': 0, 'y': 0.09515039677667779, 'x': -0.03726431718872799})","Coordinate({'z': 0, 'y': 0.04017189977303394, 'x': -0.019624996963725883})","Coordinate({'z': 0.049215989226063094, 'y': 0.06766114827485586, 'x': -0.028444657076226936})",0.04741850206204817,1.0,-0.04741850206204817,0.0,-0.016674839160151417,0.0,0.0
27,0.04924229060289618,True,"Coordinate({'z': 0, 'y': 0.09661044590270099, 'x': -0.035440528647879985})","Coordinate({'z': 0, 'y': 0.04163194889905713, 'x': -0.017801208422877877})","Coordinate({'z': 0.049215989226063094, 'y': 0.06912119740087906, 'x': -0.02662086853537893})",-0.04924229060289618,False,"Coordinate({'z': 0, 'y': 0.09664214894092589, 'x': -0.04455947135212002})","Coordinate({'z': 0, 'y': 0.04166365193728203, 'x': 0.017801208422877877})","Coordinate({'z': 0.0390869083517748, 'y': 0.06915290043910396, 'x': -0.01337913146462107})",-0.04924229060289618,False,"Coordinate({'z': 0, 'y': 0.09664214894092589, 'x': -0.04455947135212002})","Coordinate({'z': 0, 'y': 0.04166365193728203, 'x': 0.017801208422877877})","Coordinate({'z': 0.0390869083517748, 'y': 0.06915290043910396, 'x': -0.01337913146462107})",0.04924229060289618,True,"Coordinate({'z': 0, 'y': 0.09661044590270099, 'x': -0.035440528647879985})","Coordinate({'z': 0, 'y': 0.04163194889905713, 'x': -0.017801208422877877})","Coordinate({'z': 0.049215989226063094, 'y': 0.06912119740087906, 'x': -0.02662086853537893})",0.04924229060289618,1.0,-0.04924229060289618,0.0,-0.018498627700999422,0.0,0.0
28,0.051066079143744184,True,"Coordinate({'z': 0, 'y': 0.09785633116520019, 'x': -0.03361674010703198})","Coordinate({'z': 0, 'y': 0.042877834161556334, 'x': -0.015977419882029872})","Coordinate({'z': 0.049215989226063094, 'y': 0.07036708266337827, 'x': -0.024797079994530926})",-0.051066079143744184,False,"Coordinate({'z': 0, 'y': 0.0978833925227652, 'x': -0.04638325989296802})","Coordinate({'z': 0, 'y': 0.042904895519121355, 'x': 0.015977419882029872})","Coordinate({'z': 0.0390869083517748, 'y': 0.07039414402094328, 'x': -0.015202920005469075})",-0.051066079143744184,False,"Coordinate({'z': 0, 'y': 0.0978833925227652, 'x': -0.04638325989296802})","Coordinate({'z': 0, 'y': 0.042904895519121355, 'x': 0.015977419882029872})","Coordinate({'z': 0.0390869083517748, 'y': 0.07039414402094328, 'x': -0.015202920005469075})",0.051066079143744184,True,"Coordinate({'z': 0, 'y': 0.09785633116520019, 'x': -0.03361674010703198})","Coordinate({'z': 0, 'y': 0.042877834161556334, 'x': -0.015977419882029872})","Coordinate({'z': 0.049215989226063094, 'y': 0.07036708266337827, 'x': -0.024797079994530926})",0.051066079143744184,1.0,-0.051066079143744184,0.0,-0.020322416241847427,0.0,0.0
29,0.05288986768459219,True,"Coordinate({'z': 0, 'y': 0.09891834508400828, 'x': -0.031792951566183975})","Coordinate({'z': 0, 'y': 0.04393984808036443, 'x': -0.014153631341181867})","Coordinate({'z': 0.049215989226063094, 'y': 0.07142909658218635, 'x': -0.02297329145368292})",-0.05288986768459219,False,"Coordinate({'z': 0, 'y': 0.09894135679704814, 'x': -0.04820704843381603})","Coordinate({'z': 0, 'y': 0.043962859793404294, 'x': 0.014153631341181867})","Coordinate({'z': 0.0390869083517748, 'y': 0.07145210829522622, 'x': -0.01702670854631708})",-0.05288986768459219,False,"Coordinate({'z': 0, 'y': 0.09894135679704814, 'x': -0.04820704843381603})","Coordinate({'z': 0, 'y': 0.043962859793404294, 'x': 0.014153631341181867})","Coordinate({'z': 0.0390869083517748, 'y': 0.07145210829522622, 'x': -0.01702670854631708})",0.05288986768459219,True,"Coordinate({'z': 0, 'y': 0.09891834508400828, 'x': -0.031792951566183975})","Coordinate({'z': 0, 'y': 0.04393984808036443, 'x': -0.014153631341181867})","Coordinate({'z': 0.049215989226063094, 'y': 0.07142909658218635, 'x': -0.02297329145368292})",0.05288986768459219,1.0,-0.05288986768459219,0.0,-0.022146204782695432,0.0,0.0
30,0.0547136562254402,True,"Coordinate({'z': 0, 'y': 0.09981792379007424, 'x': -0.029969163025335963})","Coordinate({'z': 0, 'y': 0.044839426786430395, 'x': -0.012329842800333855})","Coordinate({'z': 0.049215989226063094, 'y': 0.07232867528825232, 'x': -0.02114950291283491})",-0.0547136562254402,False,"Coordinate({'z': 0, 'y': 0.099837312242426, 'x': -0.05003083697466404})","Coordinate({'z': 0, 'y': 0.04485881523878214, 'x': 0.012329842800333855})","Coordinate({'z': 0.0390869083517748, 'y': 0.07234806374060407, 'x': -0.018850497087165092})",-0.0547136562254402,False,"Coordinate({'z': 0, 'y': 0.099837312242426, 'x': -0.05003083697466404})","Coordinate({'z': 0, 'y': 0.04485881523878214, 'x': 0.012329842800333855})","Coordinate({'z': 0.0390869083517748, 'y': 0.07234806374060407, 'x': -0.018850497087165092})",0.0547136562254402,True,"Coordinate({'z': 0, 'y': 0.09981792379007424, 'x': -0.029969163025335963})","Coordinate({'z': 0, 'y': 0.044839426786430395, 'x': -0.012329842800333855})","Coordinate({'z': 0.049215989226063094, 'y': 0.07232867528825232, 'x': -0.02114950291283491})",0.0547136562254402,1.0,-0.0547136562254402,0.0,-0.023969993323543444,0.0,0.0
31,0.056537444766288206,True,"Coordinate({'z': 0, 'y': 0.1005706763107921, 'x': -0.028145374484487957})","Coordinate({'z': 0, 'y': 0.04559217930714825, 'x': -0.01050605425948585})","Coordinate({'z': 0.049215989226063094, 'y': 0.07308142780897017, 'x': -0.019325714371986904})",-0.056537444766288206,False,"Coordinate({'z': 0, 'y': 0.100586755306335, 'x': -0.051854625515512044})","Coordinate({'z': 0, 'y': 0.04560825830269114, 'x': 0.01050605425948585})","Coordinate({'z': 0.0390869083517748, 'y': 0.07309750680451307, 'x': -0.020674285628013097})",-0.056537444766288206,False,"Coordinate({'z': 0, 'y': 0.100586755306335, 'x': -0.051854625515512044})","Coordinate({'z': 0, 'y': 0.04560825830269114, 'x': 0.01050605425948585})","Coordinate({'z': 0.0390869083517748, 'y': 0.07309750680451307, 'x': -0.020674285628013097})",0.056537444766288206,True,"Coordinate({'z': 0, 'y': 0.1005706763107921, 'x': -0.028145374484487957})","Coordinate({'z': 0, 'y': 0.04559217930714825, 'x': -0.01050605425948585})","Coordinate({'z': 0.049215989226063094, 'y': 0.07308142780897017, 'x': -0.019325714371986904})",0.056537444766288206,1.0,-0.056537444766288206,0.0,-0.02579378186439145,0.0,0.0
32,0.05836123330713621,True,"Coordinate({'z': 0, 'y': 0.10118815409243354, 'x': -0.026321585943639952})","Coordinate({'z': 0, 'y': 0.04620965708878968, 'x': -0.008682265718637845})","Coordinate({'z': 0.049215989226063094, 'y': 0.07369890559061161, 'x': -0.0175019258311389})",-0.05836123330713621,False,"Coordinate({'z': 0, 'y': 0.10120115685729139, 'x': -0.05367841405636005})","Coordinate({'z': 0, 'y': 0.046222659853647534, 'x': 0.008682265718637845})","Coordinate({'z': 0.0390869083517748, 'y': 0.07371190835546947, 'x': -0.022498074168861102})",-0.05836123330713621,False,"Coordinate({'z': 0, 'y': 0.10120115685729139, 'x': -0.05367841405636005})","Coordinate({'z': 0, 'y': 0.046222659853647534, 'x': 0.008682265718637845})","Coordinate({'z': 0.0390869083517748, 'y': 0.07371190835546947, 'x': -0.022498074168861102})",0.05836123330713621,True,"Coordinate({'z': 0, 'y': 0.10118815409243354, 'x': -0.026321585943639952})","Coordinate({'z': 0, 'y': 0.04620965708878968, 'x': -0.008682265718637845})","Coordinate({'z': 0.049215989226063094, 'y': 0.07369890559061161, 'x': -0.0175019258311389})",0.05836123330713621,1.0,-0.05836123330713621,0.0,-0.027617570405239454,0.0,0.0
33,0.060185021847984216,True,"Coordinate({'z': 0, 'y': 0.10167894002773782, 'x': -0.024497797402791947})","Coordinate({'z': 0, 'y': 0.046700443024093964, 'x': -0.00685847717778984})","Coordinate({'z': 0.049215989226063094, 'y': 0.0741896915259159, 'x': -0.015678137290290894})",-0.060185021847984216,False,"Coordinate({'z': 0, 'y': 0.1016890393478457, 'x': -0.055502202597208054})","Coordinate({'z': 0, 'y': 0.04671054234420185, 'x': 0.00685847717778984})","Coordinate({'z': 0.0390869083517748, 'y': 0.07419979084602378, 'x': -0.024321862709709107})",-0.060185021847984216,False,"Coordinate({'z': 0, 'y': 0.1016890393478457, 'x': -0.055502202597208054})","Coordinate({'z': 0, 'y': 0.04671054234420185, 'x': 0.00685847717778984})","Coordinate({'z': 0.0390869083517748, 'y': 0.07419979084602378, 'x': -0.024321862709709107})",0.060185021847984216,True,"Coordinate({'z': 0, 'y': 0.10167894002773782, 'x': -0.024497797402791947})","Coordinate({'z': 0, 'y': 0.046700443024093964, 'x': -0.00685847717778984})","Coordinate({'z': 0.049215989226063094, 'y': 0.0741896915259159, 'x': -0.015678137290290894})",0.060185021847984216,1.0,-0.060185021847984216,0.0,-0.02944135894608746,0.0,0.0
34,0.06200881038883222,True,"Coordinate({'z': 0, 'y': 0.10204934288548104, 'x': -0.022674008861943942})","Coordinate({'z': 0, 'y': 0.04707084588183719, 'x': -0.005034688636941835})","Coordinate({'z': 0.049215989226063094, 'y': 0.07456009438365911, 'x': -0.013854348749442889})",-0.06200881038883222,False,"Coordinate({'z': 0, 'y': 0.10205666411611088, 'x': -0.05732599113805606})","Coordinate({'z': 0, 'y': 0.04707816711246702, 'x': 0.005034688636941835})","Coordinate({'z': 0.0390869083517748, 'y': 0.07456741561428895, 'x': -0.026145651250557112})",-0.06200881038883222,False,"Coordinate({'z': 0, 'y': 0.10205666411611088, 'x': -0.05732599113805606})","Coordinate({'z': 0, 'y': 0.04707816711246702, 'x': 0.005034688636941835})","Coordinate({'z': 0.0390869083517748, 'y': 0.07456741561428895, 'x': -0.026145651250557112})",0.06200881038883222,True,"Coordinate({'z': 0, 'y': 0.10204934288548104, 'x': -0.022674008861943942})","Coordinate({'z': 0, 'y': 0.04707084588183719, 'x': -0.005034688636941835})","Coordinate({'z': 0.049215989226063094, 'y': 0.07456009438365911, 'x': -0.013854348749442889})",0.06200881038883222,1.0,-0.06200881038883222,0.0,-0.031265147486935464,0.0,0.0
35,0.06383259892968023,True,"Coordinate({'z': 0, 'y': 0.10230384813733412, 'x': -0.020850220321095937})","Coordinate({'z': 0, 'y': 0.04732535113369027, 'x': -0.00321090009609383})","Coordinate({'z': 0.049215989226063094, 'y': 0.0748145996355122, 'x': -0.012030560208594884})",-0.06383259892968023,False,"Coordinate({'z': 0, 'y': 0.10230847766304396, 'x': -0.059149779678904064})","Coordinate({'z': 0, 'y': 0.04732998065940011, 'x': 0.00321090009609383})","Coordinate({'z': 0.0390869083517748, 'y': 0.07481922916122204, 'x': -0.027969439791405117})",-0.06383259892968023,False,"Coordinate({'z': 0, 'y': 0.10230847766304396, 'x': -0.059149779678904064})","Coordinate({'z': 0, 'y': 0.04732998065940011, 'x': 0.00321090009609383})","Coordinate({'z': 0.0390869083517748, 'y': 0.07481922916122204, 'x': -0.027969439791405117})",0.06383259892968023,True,"Coordinate({'z': 0, 'y': 0.10230384813733412, 'x': -0.020850220321095937})","Coordinate({'z': 0, 'y': 0.04732535113369027, 'x': -0.00321090009609383})","Coordinate({'z': 0.049215989226063094, 'y': 0.0748145996355122, 'x': -0.012030560208594884})",0.06383259892968023,1.0,-0.06383259892968023,0.0,-0.03308893602778347,0.0,0.0
36,0.06565638747052824,True,"Coordinate({'z': 0, 'y': 0.10244540884061856, 'x': -0.019026431780247925})","Coordinate({'z': 0, 'y': 0.047466911836974705, 'x': -0.001387111555245818})","Coordinate({'z': 0.049215989226063094, 'y': 0.07495616033879664, 'x': -0.010206771667746872})",-0.06565638747052824,False,"Coordinate({'z': 0, 'y': 0.10244739944040132, 'x': -0.060973568219752076})","Coordinate({'z': 0, 'y': 0.047468902436757464, 'x': 0.001387111555245818})","Coordinate({'z': 0.0390869083517748, 'y': 0.0749581509385794, 'x': -0.02979322833225313})",-0.06565638747052824,False,"Coordinate({'z': 0, 'y': 0.10244739944040132, 'x': -0.060973568219752076})","Coordinate({'z': 0, 'y': 0.047468902436757464, 'x': 0.001387111555245818})","Coordinate({'z': 0.0390869083517748, 'y': 0.0749581509385794, 'x': -0.02979322833225313})",0.06565638747052824,True,"Coordinate({'z': 0, 'y': 0.10244540884061856, 'x': -0.019026431780247925})","Coordinate({'z': 0, 'y': 0.047466911836974705, 'x': -0.001387111555245818})","Coordinate({'z': 0.049215989226063094, 'y': 0.07495616033879664, 'x': -0.010206771667746872})",0.06565638747052824,1.0,-0.06565638747052824,0.0,-0.03491272456863148,0.0,0.0
37,0.06748017601137625,True,"Coordinate({'z': 0, 'y': 0.10247562404205628, 'x': -0.017202643239399913})","Coordinate({'z': 0, 'y': 0.04749712703841242, 'x': 0.00043667698560219403})","Coordinate({'z': 0.049215989226063094, 'y': 0.07498637554023435, 'x': -0.00838298312689886})",-0.06748017601137625,False,"Coordinate({'z': 0, 'y': 0.1024749979846605, 'x': -0.06279735676060008})","Coordinate({'z': 0, 'y': 0.04749650098101665, 'x': -0.00043667698560219403})","Coordinate({'z': 0.03908690835177481, 'y': 0.07498574948283858, 'x': -0.03161701687310114})",-0.06748017601137625,False,"Coordinate({'z': 0, 'y': 0.1024749979846605, 'x': -0.06279735676060008})","Coordinate({'z': 0, 'y': 0.04749650098101665, 'x': -0.00043667698560219403})","Coordinate({'z': 0.03908690835177481, 'y': 0.07498574948283858, 'x': -0.03161701687310114})",0.06748017601137625,True,"Coordinate({'z': 0, 'y': 0.10247562404205628, 'x': -0.017202643239399913})","Coordinate({'z': 0, 'y': 0.04749712703841242, 'x': 0.00043667698560219403})","Coordinate({'z': 0.049215989226063094, 'y': 0.07498637554023435, 'x': -0.00838298312689886})",0.06748017601137625,1.0,-0.06748017601137625,0.0,-0.03673651310947949,0.0,0.0
38,0.06930396455222425,True,"Coordinate({'z': 0, 'y': 0.10239483111711496, 'x': -0.015378854698551915})","Coordinate({'z': 0, 'y': 0.047416334113471105, 'x': 0.002260465526450192})","Coordinate({'z': 0.049215989226063094, 'y': 0.07490558261529304, 'x': -0.0065591945860508614})",-0.06930396455222425,False,"Coordinate({'z': 0, 'y': 0.10239158142603201, 'x': -0.06462114530144808})","Coordinate({'z': 0, 'y': 0.04741308442238815, 'x': -0.002260465526450192})","Coordinate({'z': 0.03908690835177481, 'y': 0.07490233292421009, 'x': -0.033440805413949136})",-0.06930396455222425,False,"Coordinate({'z': 0, 'y': 0.10239158142603201, 'x': -0.06462114530144808})","Coordinate({'z': 0, 'y': 0.04741308442238815, 'x': -0.002260465526450192})","Coordinate({'z': 0.03908690835177481, 'y': 0.07490233292421009, 'x': -0.033440805413949136})",0.06930396455222425,True,"Coordinate({'z': 0, 'y': 0.10239483111711496, 'x': -0.015378854698551915})","Coordinate({'z': 0, 'y': 0.047416334113471105, 'x': 0.002260465526450192})","Coordinate({'z': 0.049215989226063094, 'y': 0.07490558261529304, 'x': -0.0065591945860508614})",0.06930396455222425,1.0,-0.06930396455222425,0.0,-0.03856030165032749,0.0,0.0
